"Index Name","Date","Open","High","Low","Close"
"NIFTY BANK","09 Aug 2024","50612.1","50707.75","50386.45","50484.50"
"NIFTY BANK","08 Aug 2024","50051.9","50440.75","49829.6","50156.70"
"NIFTY BANK","07 Aug 2024","50286.2","50292.45","49782.2","50119.00"
"NIFTY BANK","06 Aug 2024","50436.9","50688.8","49659.05","49748.30"
"NIFTY BANK","05 Aug 2024","50586.25","50747.55","49719.1","50092.10"
"NIFTY BANK","02 Aug 2024","51172.25","51608.7","51087.85","51350.15"
"NIFTY BANK","01 Aug 2024","51672.6","51877.15","51456.2","51564.00"
"NIFTY BANK","31 Jul 2024","51583.45","51663.1","51335.7","51553.40"
"NIFTY BANK","30 Jul 2024","51383.9","51957.75","51260.05","51499.30"
"NIFTY BANK","29 Jul 2024","51546.65","52340.25","51186.95","51406.25"
"NIFTY BANK","26 Jul 2024","50456.1","51398.6","50438.3","51295.95"
"NIFTY BANK","25 Jul 2024","50762.3","51006.1","50559.9","50888.75"
"NIFTY BANK","24 Jul 2024","51657.65","51944.65","50784.25","51317.00"
"NIFTY BANK","23 Jul 2024","52511","52547.55","51342.65","51778.30"
"NIFTY BANK","22 Jul 2024","52145.6","52427","51874.55","52280.40"
"NIFTY BANK","19 Jul 2024","52531.55","52586.75","52146.3","52265.60"
"NIFTY BANK","18 Jul 2024","52215.05","52782.75","52168.65","52620.70"
"NIFTY BANK","16 Jul 2024","52466.7","52619.05","52331.6","52396.80"
"NIFTY BANK","15 Jul 2024","52330.05","52662.25","52154","52455.90"
"NIFTY BANK","12 Jul 2024","52272.65","52794.55","52171.15","52278.90"
"NIFTY BANK","11 Jul 2024","52316.9","52400.3","51749.45","52270.65"
"NIFTY BANK","10 Jul 2024","52528.8","52528.8","52075.4","52189.30"
"NIFTY BANK","09 Jul 2024","52390.5","52626.6","52292.95","52568.80"
"NIFTY BANK","08 Jul 2024","52533.1","52710.8","52246.7","52425.80"
"NIFTY BANK","05 Jul 2024","52560.1","52817.85","52290.05","52660.35"
"NIFTY BANK","04 Jul 2024","53357.7","53357.7","52815.9","53103.70"
"NIFTY BANK","03 Jul 2024","52872.3","53256.7","52482.65","53089.25"
